CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ComplainRecieved,CustomerStatus,warehousetohomerange,TenureRange,cashbackamountrange
50395,0,2,Computer,1,6,"Debit Card",Male,2.9475,5,"Mobile Phone",2,Married,2,0,18,2,2,8,127,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50396,0,21,Phone,3,8,"E wallet",Male,2,2,"Laptop & Accessory",4,Divorced,4,0,12,2,2,2,181,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50397,0,0,Computer,3,9,"Credit Card",Female,3,2,"Laptop & Accessory",2,Married,2,1,20,1,1,4,146,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50398,0,10,Phone,1,16,"Debit Card",Male,3,2,"Mobile Phone",2,Single,4,0,17,1,1,0,147,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50399,0,23,Phone,1,34,CC,Male,3,2,"Mobile Phone",3,Divorced,2,1,11,3,3,8,132,Yes,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50400,0,7,Phone,1,15,"Credit Card",Female,2,4,Fashion,4,Single,2,0,14,4,7,7,186,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50401,1,0,Phone,3,9,"Debit Card",Female,3,3,"Laptop & Accessory",3,Single,10,0,14,1,2,0,146,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50402,0,12,Phone,1,8,"Cash on Delivery",Female,3,4,"Laptop & Accessory",3,Single,2,0,11,2,11,10,146,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50403,0,5,Phone,3,16,"E wallet",Male,2,3,"Laptop & Accessory",2,Single,2,0,12,0,1,8,154,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50404,1,13,Computer,3,14,"Cash on Delivery",Male,2,3,"Laptop & Accessory",3,Divorced,4,1,14,1,1,3,168,Yes,Churned,"Close distance","2 Years","Moderate Cashback Amount"
50405,0,11,Phone,1,6,"Debit Card",Female,2,2,"Laptop & Accessory",2,Single,1,0,13,1,1,8,176,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50406,0,0,Phone,1,6,"Debit Card",Female,3,3,Fashion,5,Divorced,2,0,11,1,1,7,174,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50408,0,20,Phone,3,20,"E wallet",Male,2,3,"Laptop & Accessory",5,Single,3,0,12,0,1,7,150,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50409,0,13,Computer,3,11,"Debit Card",Male,2,4,Fashion,5,Divorced,6,1,21,0,1,12,205,Yes,Stayed,"Close distance","2 Years","High Cashback Amount"
50412,0,30,Phone,3,22,"E wallet",Male,2,3,"Laptop & Accessory",5,Single,9,0,14,1,2,2,154,No,Stayed,"Moderate distance","more than 2 years","Moderate Cashback Amount"
50413,0,0,Computer,1,16,"Debit Card",Male,2,3,Fashion,5,Married,2,0,21,1,1,7,188,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50415,0,23,Phone,3,14,"E wallet",Male,2,3,"Mobile Phone",4,Divorced,8,0,15,1,2,2,139,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50416,1,8.06359,Phone,1,6,"Debit Card",Female,3,5,"Mobile Phone",4,Single,8,1,13,1,3,7,122,Yes,Churned,"Very close distance","1 Year","Moderate Cashback Amount"
50418,0,11,Phone,1,6,"Debit Card",Female,2,3,Fashion,3,Single,5,1,14,0,1,0,179,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50419,0,17,Computer,1,30,"Credit Card",Male,2,5,"Mobile Phone",3,Single,3,0,14,0,1,4,137,No,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50421,0,3,Phone,3,33,"E wallet",Male,2,3,"Laptop & Accessory",2,Married,8,0,23,4,7,7,153,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50423,1,5,Computer,1,25,CC,Male,2.9475,2,"Mobile Phone",3,Married,7,1,12,2,2,2,128,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50424,0,16,Computer,3,21,"Debit Card",Male,2,4,"Laptop & Accessory",2,Divorced,4,0,18,0,2,2,168,No,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50425,0,7,Phone,1,14,"Credit Card",Female,3,3,"Laptop & Accessory",3,Single,4,0,11,1,4,3,161,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50427,0,12,Phone,2,9,UPI,Female,2,2,"Laptop & Accessory",4,Divorced,10,0,15,3,3,6,164,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50430,0,0,Phone,1,13,"Credit Card",Female,2,4,"Laptop & Accessory",5,Single,9,0,19,1,1,7,168,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50431,0,8.06359,Phone,3,16,"E wallet",Male,2,3,"Mobile Phone",4,Married,2,0,14,0,2,2,123,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50433,0,8,Computer,1,8,"Debit Card",Female,3,3,"Laptop & Accessory",5,Married,3,0,11,0,1,0,151,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50434,0,5,Computer,1,30,"Debit Card",Male,3,3,"Laptop & Accessory",2,Divorced,2,0,15,2,4,7,153,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50435,0,11,Phone,1,8,CC,Male,2.9475,3,"Mobile Phone",3,Divorced,7,1,13,0,1,1,131,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50436,0,7,Phone,1,14,"Debit Card",Female,2,3,"Laptop & Accessory",5,Married,4,0,14,1,1,0,151,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50438,1,0,Phone,1,6,UPI,Male,2.9475,3,"Mobile Phone",2,Single,2,1,13,5,7,8,127,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50439,0,0,Phone,3,32,"Credit Card",Female,2,3,"Laptop & Accessory",2,Single,2,0,23,0,1,4,162,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50440,0,18,Phone,3,8,"Cash on Delivery",Male,2,5,"Laptop & Accessory",3,Single,1,0,13,0,3,1,166,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50441,0,0,Phone,1,16,"Credit Card",Male,3,2,"Mobile Phone",3,Single,2,0,18,1,1,2,135,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50442,1,10,Computer,3,33,"Debit Card",Female,3,1,"Laptop & Accessory",3,Single,5,1,12,1,1,3,164,Yes,Churned,"Far distance","1 Year","Moderate Cashback Amount"
50443,0,7,Phone,3,8,UPI,Male,2,3,"Laptop & Accessory",2,Single,2,0,22,0,1,4,163,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50445,0,9,Computer,3,14,"Debit Card",Male,3,4,Fashion,5,Single,2,0,15,0,1,9,176,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50446,0,25,Computer,1,25,"Credit Card",Male,2,3,"Mobile Phone",2,Divorced,1,0,18,1,1,2,143,No,Stayed,"Moderate distance","more than 2 years","Moderate Cashback Amount"
50447,0,0,Computer,1,6,"Debit Card",Female,3,5,"Mobile Phone",2,Married,4,0,14,2,2,0,144,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50448,0,2,Phone,1,33,"Credit Card",Female,3,3,"Laptop & Accessory",3,Divorced,5,0,12,1,1,1,143,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50449,1,0,Phone,3,14,"Cash on Delivery",Male,2,4,"Laptop & Accessory",5,Single,7,0,17,1,1,2,153,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50450,0,7,Phone,1,6,"Debit Card",Female,3,1,"Mobile Phone",2,Single,3,0,16,0,1,3,133,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50451,0,27,Phone,1,25,"Credit Card",Female,3,3,"Laptop & Accessory",5,Married,10,1,11,0,1,4,155,Yes,Stayed,"Moderate distance","more than 2 years","Moderate Cashback Amount"
50452,0,2,Computer,3,5,"E wallet",Male,2,3,"Laptop & Accessory",2,Divorced,1,0,19,0,1,1,143,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50453,0,10,Phone,1,16,"Debit Card",Female,2.9475,3,"Mobile Phone",5,Married,1,1,13,3,4,3,128,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50454,0,11,Computer,1,8,"Debit Card",Female,3,1,"Laptop & Accessory",5,Single,7,1,12,4,4,12,160,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50455,0,7,Phone,1,8,"Credit Card",Female,2,4,"Mobile Phone",5,Single,2,0,11,1,1,3,144,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50457,0,3,Phone,1,6,"Debit Card",Male,2,5,"Mobile Phone",3,Divorced,4,0,21,1,1,2,138,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50458,0,13,Computer,1,8,"Credit Card",Female,2,1,"Laptop & Accessory",4,Divorced,2,0,24,0,3,7,142,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50459,0,7,Phone,3,14,"Debit Card",Female,3,3,"Laptop & Accessory",5,Divorced,6,0,17,1,1,2,165,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50461,1,8.06359,Phone,1,12,"Debit Card",Male,3,1,"Mobile Phone",5,Divorced,2,1,21,1,1,0,116,Yes,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50462,0,0,Computer,1,15,"Debit Card",Male,2.9475,4,"Mobile Phone",4,Married,2,0,11,1,1,0,127,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50463,0,25,Phone,1,17,"Debit Card",Female,2.9475,3,"Laptop & Accessory",3,Divorced,9,0,20,1,1,4,131,No,Stayed,"Close distance","more than 2 years","Moderate Cashback Amount"
50467,1,0,Phone,3,22,"E wallet",Female,3,3,"Laptop & Accessory",5,Single,6,0,15,1,1,2,153,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50469,0,9,Phone,1,6,UPI,Female,2,3,"Laptop & Accessory",4,Divorced,1,0,15,0,1,5,152,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50470,0,2,Phone,1,29,"Debit Card",Male,2.9475,1,"Mobile Phone",3,Divorced,2,0,24,1,1,7,127,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50473,0,15,Phone,1,6,"Debit Card",Female,2,4,"Laptop & Accessory",2,Divorced,10,1,13,0,1,2,161,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50474,1,0,Phone,1,8,"Credit Card",Male,2,3,"Mobile Phone",3,Single,7,0,17,0,2,1,144,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50475,0,8.06359,Phone,2,19,UPI,Male,2,3,"Mobile Phone",4,Divorced,4,0,13,1,1,4,121,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50476,0,5,Phone,1,10,"Debit Card",Female,3,4,"Laptop & Accessory",3,Divorced,2,0,12,1,6,8,162,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50477,0,13,Computer,1,22,"Credit Card",Male,2,4,"Laptop & Accessory",3,Single,7,0,14,1,1,0,151,No,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50478,0,3,Phone,1,8,"Credit Card",Female,2,4,"Laptop & Accessory",2,Single,6,1,24,1,1,0,169,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50479,0,8.06359,Phone,1,8,"Debit Card",Female,3,4,"Mobile Phone",3,Single,2,0,14,1,1,0,123,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50480,0,15,Phone,1,35,"Debit Card",Male,3,3,"Laptop & Accessory",4,Divorced,2,0,13,2,7,8,144,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50481,0,11,Computer,1,18,"Debit Card",Male,2,4,"Laptop & Accessory",5,Married,3,0,15,1,1,2,163,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50483,1,12,Phone,3,17,"E wallet",Female,2,3,Fashion,2,Divorced,2,0,18,0,7,7,177,No,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50484,1,18,Phone,3,8,"Credit Card",Male,2,3,"Laptop & Accessory",2,Single,5,0,16,0,7,3,152,No,Churned,"Very close distance","2 Years","Moderate Cashback Amount"
50487,0,8,Phone,1,13,UPI,Male,2,3,Fashion,3,Single,4,0,21,0,1,6,202,No,Stayed,"Close distance","1 Year","High Cashback Amount"
50488,0,1,Phone,3,8,"E wallet",Female,2,3,"Laptop & Accessory",4,Divorced,2,1,20,7,7,5,148,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50489,0,7,Phone,2,9,UPI,Male,2,3,"Mobile Phone",2,Divorced,1,0,19,1,1,2,137,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50491,0,8.06359,Computer,1,9,"Credit Card",Male,2,3,"Mobile Phone",2,Divorced,2,0,11,1,1,0,117,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50493,0,17,Phone,1,10,"Credit Card",Male,2,3,"Laptop & Accessory",4,Single,10,0,12,1,2,3,159,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50494,0,0,Phone,1,8,CC,Male,3,1,"Mobile Phone",5,Single,8,0,13,1,1,1,134,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50495,0,6,Phone,3,6,"Credit Card",Male,2,1,"Laptop & Accessory",5,Married,2,0,22,0,1,8,140,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50497,0,9,Phone,3,6,"Debit Card",Male,2,3,"Laptop & Accessory",2,Divorced,2,1,14,2,4,11,162,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50498,0,5,Phone,3,19,"Debit Card",Male,3,3,"Laptop & Accessory",2,Married,3,0,11,0,1,3,144,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50499,0,3,Computer,1,11,"Debit Card",Male,3,4,"Mobile Phone",2,Married,10,0,12,0,1,3,138,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50501,0,18,Phone,3,15,"E wallet",Male,3,3,Fashion,5,Married,5,1,12,1,1,2,208,Yes,Stayed,"Close distance","2 Years","High Cashback Amount"
50502,0,5,Phone,1,14,"Credit Card",Female,3,1,"Laptop & Accessory",3,Divorced,6,0,12,1,1,3,152,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50504,0,10,Phone,3,22,"E wallet",Male,3,4,"Laptop & Accessory",3,Married,5,0,19,1,1,0,163,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50505,0,1,Phone,2,14,"Credit Card",Male,3,4,"Mobile Phone",2,Married,2,0,13,0,1,4,149,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50506,0,0,Phone,1,6,"Debit Card",Male,2,4,"Laptop & Accessory",2,Divorced,7,0,22,2,2,2,148,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50507,0,17,Phone,1,14,"Debit Card",Male,2.9475,1,"Mobile Phone",2,Divorced,3,1,24,1,1,2,128,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50510,0,0,Phone,3,9,UPI,Male,3,3,"Laptop & Accessory",5,Divorced,2,1,18,1,1,3,142,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50511,0,8,Phone,1,15,"Debit Card",Female,3,4,Fashion,3,Divorced,2,1,20,2,5,15,207,Yes,Stayed,"Close distance","1 Year","High Cashback Amount"
50512,1,8.06359,Computer,1,31,"Debit Card",Female,3,3,"Mobile Phone",4,Married,2,1,19,0,7,8,120,Yes,Churned,"Far distance","1 Year","Moderate Cashback Amount"
50513,0,5,Computer,1,6,"Debit Card",Male,3,3,"Mobile Phone",2,Married,1,0,12,0,1,2,123,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50514,0,0,Phone,3,10,"E wallet",Male,2,4,"Laptop & Accessory",5,Divorced,2,0,12,1,1,3,143,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50515,0,22,Phone,1,6,"Cash on Delivery",Female,2,3,"Mobile Phone",5,Divorced,3,0,16,1,1,2,136,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50516,0,0,Computer,1,10,"Debit Card",Male,2.9475,4,"Mobile Phone",2,Divorced,1,0,17,0,3,4,132,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50517,0,5,Computer,3,11,"Debit Card",Male,2,3,"Laptop & Accessory",4,Divorced,2,0,14,2,5,3,165,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50518,0,11,Phone,3,15,"E wallet",Male,2.9475,4,"Mobile Phone",4,Divorced,1,0,19,0,1,2,129,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50519,0,15,Phone,1,9,"Debit Card",Female,3,1,"Laptop & Accessory",2,Divorced,3,1,13,0,1,3,152,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50521,1,0,Phone,3,6,CC,Female,2.9475,4,"Mobile Phone",3,Married,7,1,19,0,1,2,128,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50523,0,8,Phone,1,31,"Cash on Delivery",Male,3,4,Fashion,4,Divorced,4,0,16,3,4,8,209,No,Stayed,"Far distance","1 Year","High Cashback Amount"
50524,0,10,Computer,3,27,CC,Female,2.9475,3,"Mobile Phone",2,Divorced,6,0,15,1,1,0,130,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50526,0,16,Computer,1,6,"Debit Card",Female,2,3,"Laptop & Accessory",2,Divorced,5,0,13,1,2,2,156,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50527,0,20,Phone,3,8,"E wallet",Female,2,3,"Laptop & Accessory",2,Divorced,1,1,22,5,7,7,145,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50528,0,10,Computer,3,25,"Credit Card",Male,2,3,Fashion,4,Single,2,1,13,0,1,9,176,Yes,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50530,0,12,Phone,2,8,"Debit Card",Female,2,4,"Laptop & Accessory",2,Divorced,9,0,11,0,1,4,152,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50531,0,8.06359,Phone,2,9,UPI,Male,2,3,"Mobile Phone",4,Married,4,1,11,0,1,3,123,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50532,1,0,Phone,1,31,"Debit Card",Male,2.9475,3,"Mobile Phone",2,Single,2,1,24,1,1,1,128,Yes,Churned,"Far distance","6 Months","Moderate Cashback Amount"
50535,0,1,Phone,3,11,"Credit Card",Male,3,3,"Laptop & Accessory",2,Single,2,0,14,1,1,2,149,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50537,0,16,Phone,1,14,"Debit Card",Female,2,3,"Laptop & Accessory",4,Married,5,0,21,1,1,0,148,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50538,1,8.06359,Phone,3,8,CC,Female,2,4,"Mobile Phone",3,Single,2,0,13,0,1,2,120,No,Churned,"Very close distance","1 Year","Moderate Cashback Amount"
50539,1,0,Phone,1,24,UPI,Female,2.9475,3,"Mobile Phone",2,Single,2,0,19,1,1,0,127,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50540,0,9,Phone,1,20,"Debit Card",Male,3,3,"Laptop & Accessory",2,Divorced,1,1,17,4,4,11,166,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50541,0,20,Phone,3,8,"Debit Card",Female,3,4,"Mobile Phone",2,Single,2,1,18,1,1,2,133,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50542,1,0,Phone,1,9,"Debit Card",Female,2,3,"Laptop & Accessory",3,Divorced,1,1,19,1,1,2,142,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50543,1,4,Phone,1,8,"Debit Card",Female,2.9475,5,"Mobile Phone",2,Married,5,1,13,0,1,0,128,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50547,0,8.06359,Phone,1,16,"Debit Card",Male,2,3,"Mobile Phone",4,Married,2,0,14,1,1,0,120,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50548,0,15,Phone,3,20,"Credit Card",Female,3,4,"Laptop & Accessory",3,Single,8,0,17,0,1,3,162,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50549,0,6,Phone,1,6,UPI,Male,2.9475,4,"Mobile Phone",5,Single,4,1,11,0,1,2,128,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50550,0,30,Phone,1,11,"Cash on Delivery",Female,2,4,Fashion,4,Married,3,1,13,1,1,4,206,Yes,Stayed,"Close distance","more than 2 years","High Cashback Amount"
50552,0,8,Phone,1,27,"Debit Card",Female,2,3,"Laptop & Accessory",2,Divorced,2,1,25,0,1,7,140,Yes,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50553,0,22,Phone,1,14,UPI,Female,2,3,Fashion,4,Divorced,5,0,11,0,1,7,174,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50554,0,8.06359,Phone,1,26,CC,Male,2,3,"Mobile Phone",3,Divorced,5,0,17,0,1,0,123,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50555,0,4,Computer,3,26,"E wallet",Female,2,3,"Laptop & Accessory",3,Divorced,2,0,13,1,1,0,169,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50556,0,9,Phone,1,13,UPI,Male,3,3,"Mobile Phone",2,Single,3,0,18,0,1,1,147,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50560,0,13,Phone,3,16,"E wallet",Male,3,4,Fashion,4,Married,3,0,12,1,1,0,197,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50561,0,0,Computer,3,6,"Credit Card",Male,2,4,"Laptop & Accessory",5,Single,2,0,12,1,1,7,143,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50562,0,14,Phone,1,12,"Credit Card",Male,2,3,"Mobile Phone",5,Single,3,1,13,1,2,17,147,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50564,1,8.06359,Phone,3,27,UPI,Male,2,4,"Mobile Phone",4,Single,2,1,13,0,1,0,121,Yes,Churned,"Moderate distance","1 Year","Moderate Cashback Amount"
50565,1,0,Phone,1,10,"Cash on Delivery",Male,2.9475,3,"Mobile Phone",5,Single,2,0,19,1,1,0,130,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50566,0,4,Phone,1,18,"Credit Card",Female,2,3,"Laptop & Accessory",2,Divorced,1,1,11,0,8,5,159,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50567,0,13,Computer,1,15,"Credit Card",Male,2,3,"Mobile Phone",4,Married,9,1,14,0,1,0,136,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50568,0,5,Phone,1,9,"Credit Card",Female,3,3,"Laptop & Accessory",5,Divorced,2,0,12,6,6,3,167,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50569,1,0,Phone,3,9,"Debit Card",Male,2,4,Fashion,2,Divorced,2,1,11,3,3,7,203,Yes,Churned,"Very close distance","6 Months","High Cashback Amount"
50570,0,6,Phone,1,6,"Debit Card",Female,2,4,"Laptop & Accessory",2,Single,1,0,14,0,1,4,169,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50571,1,0,Phone,3,6,"Debit Card",Male,2,4,Fashion,3,Divorced,6,0,11,1,11,7,206,No,Churned,"Very close distance","6 Months","High Cashback Amount"
50572,0,18,Computer,1,10,"Debit Card",Male,2,3,"Laptop & Accessory",4,Divorced,2,0,12,1,1,8,144,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50573,0,8.06359,Computer,3,26,"Cash on Delivery",Female,2,3,"Mobile Phone",2,Divorced,2,0,15,0,1,2,122,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50574,0,8,Phone,3,24,"Credit Card",Female,2,3,"Laptop & Accessory",3,Divorced,2,0,16,1,1,0,146,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50578,0,3,Phone,3,14,UPI,Male,3,3,Fashion,3,Married,6,0,11,4,7,7,173,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50579,0,11,Computer,3,16,"Cash on Delivery",Female,2,3,"Laptop & Accessory",2,Single,2,1,13,0,1,3,157,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50580,0,8,Phone,3,9,"Debit Card",Male,3,3,Fashion,2,Married,7,0,13,0,1,8,178,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50581,0,12,Phone,3,8,"Debit Card",Male,2,1,Fashion,3,Single,1,0,18,1,1,7,179,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50583,0,20,Computer,1,22,"Credit Card",Male,3,1,"Laptop & Accessory",3,Married,2,1,19,0,2,7,151,Yes,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50584,0,9,Computer,3,14,"Cash on Delivery",Male,2,3,"Laptop & Accessory",2,Married,5,0,13,1,1,7,151,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50588,0,6,Phone,1,19,"Debit Card",Female,2,3,"Mobile Phone",2,Single,4,0,18,1,1,2,135,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50589,0,8.06359,Phone,1,6,CC,Female,3,3,"Mobile Phone",2,Married,4,0,14,0,1,2,123,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50591,0,6,Computer,1,6,UPI,Female,2,1,"Laptop & Accessory",4,Divorced,2,1,13,0,1,2,155,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50593,0,0,Phone,1,22,"Cash on Delivery",Female,2.9475,3,"Mobile Phone",4,Divorced,10,0,14,2,2,2,128,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50594,0,18,Computer,1,29,"Debit Card",Male,2,3,"Laptop & Accessory",5,Divorced,2,1,15,1,1,8,136,Yes,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50595,0,20,Phone,3,10,"Debit Card",Female,2,3,"Laptop & Accessory",2,Single,2,1,17,1,1,7,142,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50596,1,8.06359,Phone,1,28,"Debit Card",Female,2,3,"Mobile Phone",3,Divorced,5,1,11,0,1,1,121,Yes,Churned,"Moderate distance","1 Year","Moderate Cashback Amount"
50598,0,11,Computer,1,16,CC,Male,2.9475,3,"Mobile Phone",3,Divorced,1,0,17,0,1,2,127,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50599,0,19,Phone,1,13,"Credit Card",Male,3,3,Fashion,3,Married,7,0,13,0,1,7,208,No,Stayed,"Close distance","2 Years","High Cashback Amount"
50600,0,0,Phone,1,23,"Credit Card",Female,2,4,"Laptop & Accessory",3,Married,2,0,15,2,3,2,144,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50601,1,0,Phone,1,20,UPI,Male,2,4,"Mobile Phone",4,Married,2,1,24,1,1,2,137,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50602,0,4,Computer,1,6,"Debit Card",Female,3,3,"Laptop & Accessory",5,Divorced,2,0,12,1,1,3,141,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
